post_id,user_type,content_type,caption,likes,comments,shares
1387,student,image,Not so great,305,44,62
1388,foodie,story,Amazing experience!,225,99,40
1389,student,reel,Amazing experience!,313,205,43
1390,foodie,text,Check this out!,52,57,35
1391,student,story,Feeling awesome,69,27,41
1392,influencer,image,Amazing experience!,149,79,46
1393,fitness,story,Not so great,284,61,26
1394,student,reel,Not so great,662,255,133
1395,student,reel,Must watch!,467,281,105
1396,student,reel,Not so great,889,162,200
1397,student,video,Loved this!,314,127,144
1398,fitness,image,Highly recommended,441,69,41
1399,foodie,reel,Highly recommended,987,197,79
1400,fitness,image,Must watch!,264,74,28
1401,student,story,What a day!,109,30,42
1402,traveler,image,What a day!,420,95,81
1403,fitness,image,What a day!,407,22,58
1404,traveler,text,Must watch!,219,95,17
1405,traveler,video,Must watch!,247,143,129
1406,student,image,Amazing experience!,313,32,68
1407,traveler,image,Feeling awesome,394,55,34
1408,student,text,Check this out!,79,87,46
1409,developer,text,Not so great,161,64,30
1410,influencer,reel,Not so great,948,89,144
1411,foodie,reel,Loved this!,406,134,119
1412,influencer,video,Must watch!,686,57,141
1413,traveler,story,Must watch!,294,17,20
1414,traveler,story,Amazing experience!,63,13,7
1415,developer,text,Feeling awesome,196,52,34
1416,foodie,image,Feeling awesome,378,72,27
1417,fitness,story,Could be better,105,41,10
1418,traveler,image,Must watch!,401,132,84
1419,traveler,text,What a day!,66,23,22
1420,foodie,story,What a day!,135,24,48
1421,fitness,reel,Amazing experience!,920,79,184
1422,developer,reel,Amazing experience!,839,298,111
1423,developer,image,Amazing experience!,325,143,88
1424,student,video,Must watch!,299,175,114
1425,fitness,text,Highly recommended,119,66,43
1426,traveler,text,Feeling awesome,66,22,45
1427,foodie,reel,Amazing experience!,690,278,97
1428,foodie,reel,Feeling awesome,355,101,60
1429,student,video,Feeling awesome,673,149,141
1430,foodie,video,Not so great,334,288,139
1431,traveler,video,What a day!,756,281,198
1432,developer,video,Check this out!,728,214,103
1433,fitness,reel,Loved this!,391,106,115
1434,fitness,video,Highly recommended,980,227,148
1435,foodie,reel,Loved this!,315,78,150
1436,traveler,story,Feeling awesome,59,62,12
1437,foodie,story,Not so great,110,21,35
1438,traveler,text,Amazing experience!,285,53,19
1439,developer,text,What a day!,50,54,24
1440,developer,reel,Amazing experience!,386,64,155
1441,foodie,image,Could be better,164,33,58
1442,traveler,reel,Check this out!,600,171,149
1443,fitness,image,Not so great,114,105,44
1444,foodie,story,Check this out!,219,78,37
1445,student,text,Loved this!,140,30,35
1446,traveler,reel,Check this out!,962,248,116
1447,traveler,video,Check this out!,590,253,137
1448,traveler,story,Loved this!,185,59,16
1449,student,video,Not so great,979,94,186
1450,developer,story,Check this out!,160,74,47
1451,traveler,story,Highly recommended,231,69,23
1452,influencer,text,Check this out!,291,48,24
1453,student,reel,Highly recommended,291,259,136
1454,developer,story,Loved this!,130,37,42
1455,developer,text,Could be better,292,59,25
1456,developer,story,Must watch!,75,73,44
1457,fitness,story,Not so great,257,87,38
1458,influencer,text,Could be better,299,37,5
1459,developer,story,Could be better,50,93,32
1460,fitness,video,Must watch!,781,79,119
1461,influencer,video,Could be better,667,149,96
1462,fitness,video,Amazing experience!,370,241,49
1463,foodie,video,Amazing experience!,659,232,86
1464,foodie,video,Amazing experience!,359,139,96
1465,fitness,story,What a day!,61,80,6
1466,traveler,video,Feeling awesome,383,151,57
1467,influencer,text,Amazing experience!,163,48,23
1468,influencer,image,Must watch!,125,142,65
1469,traveler,text,Highly recommended,195,38,22
1470,foodie,reel,Not so great,501,61,44
1471,influencer,story,Highly recommended,248,57,22
1472,traveler,story,Amazing experience!,112,20,38
1473,developer,story,Not so great,50,31,32
1474,fitness,story,Could be better,117,77,47
1475,traveler,video,Amazing experience!,652,74,126
1476,student,image,Feeling awesome,388,123,22
1477,traveler,video,Must watch!,893,89,155
1478,fitness,video,Must watch!,948,100,131
1479,student,image,Amazing experience!,218,98,50
1480,developer,story,Must watch!,155,41,36
1481,fitness,story,Loved this!,117,23,41
1482,traveler,story,Could be better,152,22,20
1483,fitness,story,Not so great,277,31,22
1484,developer,video,Must watch!,816,238,57
1485,fitness,video,Check this out!,481,272,143
1486,traveler,text,What a day!,285,67,14
1487,traveler,text,Feeling awesome,201,96,36
1488,foodie,reel,Loved this!,808,225,62
1489,fitness,reel,Feeling awesome,333,257,34
1490,fitness,image,Not so great,200,58,16
1491,fitness,image,Amazing experience!,258,100,30
1492,influencer,text,What a day!,292,31,47
1493,developer,story,Not so great,247,91,20
1494,traveler,video,Could be better,207,201,36
1495,student,video,What a day!,912,265,191
1496,student,story,Loved this!,72,81,42
1497,influencer,story,Loved this!,270,88,35
1498,traveler,story,Amazing experience!,197,57,6
1499,developer,image,Amazing experience!,442,143,50
1500,influencer,video,Amazing experience!,672,77,42
1501,foodie,video,Could be better,740,180,84
1502,fitness,story,Check this out!,229,88,6
1503,influencer,reel,Highly recommended,685,227,52
1504,student,story,Amazing experience!,159,79,31
1505,student,story,Amazing experience!,80,78,5
1506,influencer,image,Check this out!,373,57,65
1507,traveler,text,Feeling awesome,113,92,25
1508,developer,image,Highly recommended,496,87,52
1509,traveler,video,Highly recommended,218,156,48
1510,influencer,image,Must watch!,280,134,64
1511,influencer,story,Not so great,271,20,29
1512,traveler,story,Must watch!,63,49,12
1513,foodie,video,Loved this!,354,96,23
1514,developer,text,Not so great,166,91,8
1515,traveler,reel,Not so great,836,128,79
1516,foodie,reel,What a day!,567,78,98
1517,traveler,image,Check this out!,369,126,85
1518,fitness,image,What a day!,155,103,16
1519,influencer,text,Must watch!,245,24,37
1520,developer,story,Loved this!,88,59,36
1521,traveler,story,Not so great,218,14,20
1522,traveler,reel,Amazing experience!,684,171,200
1523,developer,image,Feeling awesome,367,120,72
1524,traveler,text,What a day!,234,42,9
1525,foodie,reel,Not so great,803,228,58
1526,influencer,text,Feeling awesome,129,77,25
1527,influencer,image,Check this out!,313,122,31
1528,influencer,story,Must watch!,236,43,46
1529,traveler,image,Must watch!,400,124,99
1530,fitness,text,Must watch!,220,61,10
1531,traveler,story,Could be better,71,83,9
1532,developer,text,Must watch!,232,31,49
1533,influencer,story,Must watch!,65,71,16
1534,foodie,story,Could be better,180,57,24
1535,fitness,story,Amazing experience!,82,29,36
1536,student,image,Loved this!,187,37,35
1537,traveler,reel,Highly recommended,924,278,113
1538,fitness,text,Feeling awesome,186,63,24
1539,influencer,story,Not so great,93,37,35
1540,influencer,image,What a day!,135,38,87
1541,student,image,Must watch!,333,116,52
1542,traveler,video,Check this out!,251,115,141
1543,traveler,video,Could be better,633,114,188
1544,foodie,video,Loved this!,804,123,184
1545,influencer,reel,Could be better,399,294,48
1546,developer,text,Feeling awesome,294,27,25
1547,foodie,story,Could be better,243,26,29
1548,student,video,Could be better,619,150,155
1549,influencer,text,Could be better,148,29,46
1550,student,reel,Must watch!,619,267,116
1551,student,image,Must watch!,342,140,43
1552,fitness,video,Feeling awesome,557,174,151
1553,developer,story,Could be better,275,95,43
1554,developer,image,Highly recommended,126,73,98
1555,traveler,reel,Amazing experience!,724,178,32
1556,fitness,reel,Amazing experience!,946,252,138
1557,traveler,story,Check this out!,157,48,28
1558,student,story,Feeling awesome,205,44,29
1559,traveler,text,Must watch!,246,77,30
1560,foodie,video,Highly recommended,267,277,85
1561,developer,story,Feeling awesome,263,57,40
1562,foodie,text,Feeling awesome,281,68,23
1563,student,reel,Highly recommended,788,98,95
1564,student,image,Not so great,100,50,18
1565,student,text,Feeling awesome,295,61,11
1566,fitness,reel,Must watch!,595,160,22
1567,influencer,text,Check this out!,233,68,16
1568,foodie,video,What a day!,247,178,186
1569,student,video,What a day!,800,165,55
1570,traveler,reel,Highly recommended,246,210,189
1571,influencer,text,Feeling awesome,206,15,20
1572,influencer,story,Loved this!,75,85,34
1573,traveler,story,Must watch!,175,29,5
1574,fitness,video,Not so great,773,154,47
1575,student,story,Loved this!,190,28,22
1576,influencer,image,Highly recommended,314,50,89
1577,developer,story,What a day!,177,27,5
1578,fitness,story,Must watch!,286,22,37
1579,fitness,reel,Not so great,561,286,110
1580,fitness,story,Loved this!,144,32,14
1581,foodie,story,Must watch!,187,13,6
1582,traveler,reel,What a day!,447,154,59
1583,influencer,reel,Highly recommended,915,249,41
1584,traveler,story,Could be better,82,75,20
1585,fitness,video,Could be better,995,258,106
1586,fitness,story,What a day!,159,37,39
1587,influencer,story,Loved this!,96,65,8
1588,influencer,text,Amazing experience!,263,80,35
1589,foodie,story,Not so great,90,83,43
1590,traveler,story,Highly recommended,193,72,19
1591,traveler,video,Loved this!,664,242,200
1592,traveler,image,Feeling awesome,137,60,17
1593,developer,video,Check this out!,296,249,184
1594,influencer,image,Could be better,116,110,88
1595,fitness,video,Loved this!,825,85,99
1596,student,video,Must watch!,317,126,160
1597,developer,video,Feeling awesome,592,215,110
1598,influencer,video,Loved this!,928,50,69
1599,student,video,Loved this!,574,229,182
1600,traveler,story,Check this out!,146,70,41
1601,traveler,video,Amazing experience!,388,281,61
1602,fitness,text,Loved this!,98,54,46
1603,foodie,reel,Loved this!,220,100,174
1604,foodie,image,Highly recommended,328,82,91
1605,developer,video,Not so great,746,200,85
1606,influencer,story,Amazing experience!,72,77,30
1607,developer,reel,Feeling awesome,518,128,177
1608,student,reel,What a day!,267,229,139
1609,developer,image,Highly recommended,445,109,38
1610,fitness,story,What a day!,228,76,10
1611,influencer,video,Highly recommended,419,268,39
1612,student,video,Feeling awesome,969,246,116
1613,traveler,story,Could be better,232,77,8
1614,traveler,text,Check this out!,94,33,15
1615,developer,image,Check this out!,276,150,23
1616,student,reel,Not so great,990,192,29
1617,influencer,video,Check this out!,691,60,133
1618,foodie,story,Feeling awesome,112,77,20
1619,student,story,Feeling awesome,247,78,38
1620,student,video,Amazing experience!,714,89,175
1621,foodie,text,Check this out!,237,61,23
1622,traveler,story,Loved this!,144,57,13
1623,influencer,reel,Could be better,568,100,81
1624,developer,story,What a day!,259,74,44
1625,influencer,image,Could be better,482,54,47
1626,developer,text,Could be better,300,29,16
1627,traveler,text,Must watch!,76,43,17
1628,developer,text,Highly recommended,130,71,12
1629,influencer,image,Feeling awesome,326,118,34
1630,developer,reel,Check this out!,871,198,58
1631,fitness,text,Feeling awesome,280,32,14
1632,traveler,reel,What a day!,615,215,145
1633,foodie,video,Check this out!,488,299,94
1634,developer,reel,What a day!,774,250,121
1635,foodie,text,Could be better,124,11,36
1636,influencer,text,Must watch!,151,42,6
1637,fitness,video,What a day!,944,95,91
1638,influencer,image,Highly recommended,340,150,13
1639,fitness,story,Loved this!,284,73,48
1640,traveler,story,Check this out!,146,15,29
1641,traveler,text,Not so great,154,45,20
1642,traveler,reel,Loved this!,272,110,178
1643,traveler,reel,Amazing experience!,760,125,129
1644,traveler,reel,Amazing experience!,411,262,124
1645,developer,reel,Must watch!,765,145,155
1646,student,story,Highly recommended,219,91,42
1647,traveler,reel,Must watch!,788,220,116
1648,influencer,video,What a day!,203,221,152
1649,fitness,image,What a day!,199,94,65
1650,fitness,video,Could be better,619,245,144
1651,influencer,image,Amazing experience!,269,33,21
1652,foodie,story,Feeling awesome,251,67,28
1653,developer,text,Must watch!,111,41,34
1654,student,story,Loved this!,68,53,38
1655,fitness,story,Amazing experience!,146,65,44
1656,student,reel,Must watch!,700,72,25
1657,fitness,story,Check this out!,246,11,43
1658,influencer,story,What a day!,51,18,20
1659,traveler,reel,Amazing experience!,821,269,50
1660,developer,reel,Must watch!,944,266,109
1661,foodie,image,Must watch!,380,37,77
1662,influencer,story,Could be better,123,70,22
1663,influencer,video,Highly recommended,832,283,112
1664,developer,reel,Feeling awesome,355,272,133
1665,developer,text,Feeling awesome,109,67,11
1666,influencer,story,Not so great,149,93,21
1667,fitness,image,Highly recommended,428,125,33
1668,student,story,Loved this!,118,73,41
1669,student,text,Not so great,223,74,24
1670,student,text,Highly recommended,180,79,29
1671,student,image,Could be better,187,86,61
1672,student,story,Amazing experience!,286,39,34
1673,foodie,text,Not so great,189,26,35
1674,fitness,video,Check this out!,875,230,86
1675,foodie,story,Must watch!,114,34,18
1676,influencer,story,Amazing experience!,293,60,46
1677,developer,video,Loved this!,825,184,95
1678,influencer,story,Amazing experience!,101,86,5
1679,student,image,What a day!,465,74,63
1680,influencer,video,Loved this!,485,191,134
1681,influencer,text,What a day!,102,10,11
1682,developer,video,Must watch!,767,157,76
1683,student,reel,Could be better,638,218,84
1684,developer,text,Highly recommended,275,16,17
1685,influencer,image,Loved this!,133,28,46
1686,student,story,Check this out!,251,27,44
1687,student,text,Could be better,195,31,30
1688,developer,story,Could be better,189,63,50
1689,developer,reel,Amazing experience!,669,216,117
1690,fitness,reel,Amazing experience!,366,243,146
1691,traveler,reel,Not so great,718,175,166
1692,influencer,story,Loved this!,186,40,26
1693,student,text,Not so great,118,56,14
1694,influencer,video,Feeling awesome,614,104,67
1695,foodie,text,Could be better,212,33,16
1696,foodie,reel,Check this out!,846,251,77
1697,foodie,reel,Must watch!,539,235,88
1698,influencer,text,Feeling awesome,122,67,25
1699,fitness,image,Feeling awesome,422,32,52
1700,foodie,text,Not so great,223,69,27
1701,student,text,What a day!,201,43,38
1702,influencer,image,Must watch!,179,27,91
1703,influencer,text,Could be better,211,35,19
1704,fitness,video,Could be better,454,68,109
1705,influencer,story,Not so great,126,12,6
1706,traveler,reel,Must watch!,586,56,118
1707,student,image,Loved this!,322,54,41
1708,student,text,Highly recommended,256,26,48
1709,traveler,image,Must watch!,313,83,35
1710,foodie,image,Loved this!,499,31,35
1711,developer,text,What a day!,69,94,40
1712,fitness,image,Highly recommended,184,148,21
1713,student,reel,Check this out!,726,119,169
1714,foodie,video,Could be better,455,193,55
1715,influencer,story,Check this out!,132,39,23
1716,fitness,story,Check this out!,55,10,13
1717,influencer,story,What a day!,208,53,6
1718,student,text,Could be better,96,25,8
1719,influencer,video,Feeling awesome,278,206,189
1720,influencer,story,Check this out!,252,66,31
1721,fitness,story,Check this out!,99,44,28
1722,student,image,Feeling awesome,293,83,46
1723,fitness,reel,Amazing experience!,343,135,22
1724,influencer,text,Could be better,102,88,30
1725,student,story,Not so great,173,42,28
1726,developer,text,Amazing experience!,243,36,13
1727,developer,video,What a day!,629,220,109
1728,developer,story,Amazing experience!,108,71,45
1729,influencer,story,Could be better,171,72,38
1730,foodie,story,Feeling awesome,112,47,22
1731,influencer,story,Not so great,117,33,33
1732,student,video,Amazing experience!,987,286,106
1733,influencer,story,Loved this!,200,11,48
1734,student,video,Must watch!,742,91,31
1735,foodie,story,Highly recommended,153,96,43
1736,influencer,image,Amazing experience!,382,53,58
1737,fitness,text,Could be better,242,70,24
1738,fitness,story,Check this out!,209,66,20
1739,traveler,story,Feeling awesome,102,19,44
1740,influencer,story,Loved this!,300,98,37
1741,influencer,reel,Loved this!,312,123,99
1742,traveler,image,Could be better,400,105,60
1743,student,story,Loved this!,110,87,37
1744,traveler,text,Amazing experience!,242,25,45
1745,traveler,story,Loved this!,204,63,42
1746,fitness,story,Feeling awesome,237,50,26
1747,developer,image,Feeling awesome,293,77,89
1748,fitness,video,Check this out!,479,160,149
1749,fitness,video,Highly recommended,620,300,149
1750,influencer,story,Not so great,190,37,39
1751,student,text,Check this out!,290,28,15
1752,fitness,story,Loved this!,95,34,5
1753,fitness,reel,Must watch!,478,141,41
1754,developer,story,Amazing experience!,211,27,17
1755,influencer,image,What a day!,385,24,90
1756,student,reel,Loved this!,622,221,117
1757,traveler,story,What a day!,58,42,41
1758,fitness,image,Check this out!,423,123,47
1759,student,story,What a day!,202,36,44
1760,fitness,image,Not so great,203,20,59
1761,student,image,Feeling awesome,211,69,55
1762,developer,image,Must watch!,115,129,20
1763,traveler,text,What a day!,270,94,17
1764,fitness,reel,Not so great,309,101,142
1765,influencer,image,Check this out!,236,119,48
1766,student,reel,What a day!,719,191,80
1767,student,reel,Could be better,415,213,31
1768,traveler,image,Must watch!,270,101,90
1769,influencer,story,Not so great,104,46,17
1770,foodie,text,Check this out!,268,52,28
1771,developer,reel,Feeling awesome,934,82,183
1772,foodie,video,What a day!,608,171,61
1773,developer,video,Amazing experience!,339,103,55
1774,student,reel,Loved this!,534,105,152
1775,developer,image,Not so great,185,21,66
1776,developer,video,Feeling awesome,362,188,79
1777,foodie,image,Loved this!,219,128,69
1778,traveler,image,Not so great,153,116,29
1779,fitness,text,Check this out!,207,27,17
1780,student,image,Could be better,248,94,94
1781,fitness,video,Not so great,816,296,194
1782,fitness,text,Loved this!,295,49,7
1783,developer,reel,Could be better,745,77,87
1784,fitness,story,Not so great,202,88,40
1785,fitness,video,Feeling awesome,818,277,93
1786,fitness,story,Amazing experience!,228,33,21
1787,fitness,story,Not so great,169,85,31
1788,traveler,text,Feeling awesome,79,45,41
1789,fitness,image,Loved this!,241,132,81
1790,foodie,image,Highly recommended,222,40,20
1791,traveler,video,Not so great,931,251,172
1792,fitness,video,Highly recommended,299,225,160
1793,developer,text,Could be better,115,42,49
1794,traveler,text,Could be better,200,62,48
1795,foodie,reel,Highly recommended,296,179,52
1796,fitness,video,Check this out!,919,73,84
1797,student,video,Amazing experience!,670,133,144
1798,influencer,reel,Amazing experience!,373,99,180
1799,fitness,text,Not so great,87,64,26
1800,foodie,video,Feeling awesome,820,277,176
1801,traveler,video,Must watch!,953,103,120
1802,influencer,text,Highly recommended,126,33,29
1803,fitness,reel,Check this out!,791,260,135
1804,developer,text,What a day!,91,90,17
1805,foodie,video,Amazing experience!,207,209,46
1806,developer,story,Check this out!,121,69,9
1807,influencer,video,Could be better,293,249,159
1808,influencer,image,Could be better,209,140,64
1809,traveler,story,Could be better,202,46,19
1810,student,video,Amazing experience!,330,132,163
1811,developer,video,Must watch!,303,223,111
1812,developer,video,Highly recommended,515,269,82
1813,foodie,story,Highly recommended,195,73,9
1814,developer,image,Must watch!,258,91,66
1815,influencer,reel,Check this out!,442,76,165
1816,traveler,reel,Could be better,704,267,23
1817,foodie,video,Not so great,254,174,141
1818,foodie,story,Loved this!,126,88,28
1819,developer,reel,Amazing experience!,367,259,21
1820,fitness,video,Not so great,391,259,81
1821,influencer,video,Could be better,408,99,100
1822,foodie,video,Must watch!,580,217,187
1823,influencer,story,Must watch!,130,36,39
1824,influencer,reel,Highly recommended,941,185,71
1825,foodie,image,Amazing experience!,208,89,48
1826,developer,video,Loved this!,736,193,78
1827,student,video,Loved this!,726,146,90
1828,student,image,Not so great,307,64,90
1829,fitness,image,Could be better,138,54,81
1830,foodie,story,Amazing experience!,183,16,7
1831,foodie,image,Must watch!,445,134,15
1832,traveler,image,What a day!,222,63,53
1833,influencer,story,Highly recommended,226,65,20
1834,traveler,image,Not so great,145,61,96
1835,foodie,reel,Loved this!,619,259,127
1836,developer,image,What a day!,281,71,60
1837,developer,image,Not so great,354,142,31
1838,student,reel,Loved this!,457,167,27
1839,developer,video,Amazing experience!,391,70,179
1840,influencer,story,Feeling awesome,230,87,19
1841,student,reel,What a day!,857,57,72
1842,student,reel,Check this out!,208,132,36
1843,student,video,Must watch!,439,260,120
1844,developer,story,Must watch!,250,83,24
1845,traveler,story,Loved this!,262,27,22
1846,traveler,video,Check this out!,600,157,191
1847,foodie,reel,Highly recommended,685,240,195
1848,foodie,video,Feeling awesome,917,92,94
1849,foodie,reel,Feeling awesome,610,123,64
1850,traveler,reel,Could be better,261,59,87
1851,traveler,story,Feeling awesome,82,58,46
1852,student,image,Not so great,207,25,84
1853,fitness,reel,Could be better,632,241,174
1854,foodie,story,Highly recommended,159,18,36
1855,foodie,text,Loved this!,205,98,31
1856,fitness,story,What a day!,126,100,11
1857,fitness,story,Not so great,111,38,22
1858,student,reel,Loved this!,997,255,199
1859,traveler,video,Highly recommended,854,265,142
1860,student,text,Loved this!,143,34,13
1861,fitness,story,Amazing experience!,59,38,35
1862,influencer,image,Check this out!,376,81,80
1863,traveler,text,Must watch!,139,53,30
1864,student,reel,Highly recommended,756,232,70
1865,influencer,story,Loved this!,61,33,34
1866,student,story,What a day!,81,24,34
1867,influencer,reel,Loved this!,408,270,20
1868,influencer,image,Feeling awesome,380,116,63
1869,developer,story,Check this out!,256,21,31
1870,influencer,text,What a day!,299,43,34
1871,foodie,story,Amazing experience!,230,64,6
1872,foodie,story,Highly recommended,98,55,43
1873,fitness,story,Not so great,73,78,47
1874,student,text,Must watch!,280,89,32
1875,developer,text,Check this out!,213,41,49
1876,developer,story,Could be better,242,33,29
1877,influencer,reel,Must watch!,931,159,121
1878,developer,video,What a day!,395,260,114
1879,fitness,story,What a day!,97,57,46
1880,student,text,Feeling awesome,210,34,11
1881,influencer,image,What a day!,106,71,54
1882,developer,text,Amazing experience!,70,87,33
1883,traveler,text,Loved this!,169,69,46
1884,foodie,video,Could be better,587,171,168
1885,foodie,text,Highly recommended,72,73,30
1886,developer,image,Feeling awesome,245,96,48
1887,traveler,text,What a day!,75,86,38
1888,fitness,video,Feeling awesome,617,268,78
1889,developer,text,Highly recommended,135,49,33
1890,foodie,image,Loved this!,235,22,78
1891,developer,reel,Loved this!,551,219,123
1892,foodie,reel,Could be better,355,271,158
1893,developer,video,Amazing experience!,316,243,157
1894,developer,reel,Check this out!,313,163,120
1895,influencer,story,What a day!,112,19,38
1896,fitness,reel,What a day!,608,151,73
1897,fitness,video,Highly recommended,573,200,157
1898,influencer,video,Feeling awesome,262,138,110
1899,traveler,text,Check this out!,283,38,38
1900,foodie,reel,Could be better,417,263,163
1901,influencer,story,Feeling awesome,255,39,18
1902,foodie,video,Feeling awesome,312,158,67
1903,developer,image,Check this out!,485,76,70
1904,influencer,video,Amazing experience!,558,79,187
1905,influencer,text,Highly recommended,113,90,37
1906,developer,reel,Could be better,489,299,123
1907,student,reel,Highly recommended,497,185,136
1908,influencer,video,What a day!,299,256,159
1909,influencer,text,Highly recommended,168,87,39
1910,traveler,text,Feeling awesome,160,64,11
1911,developer,video,Feeling awesome,457,244,178
1912,traveler,video,Check this out!,335,253,42
1913,traveler,video,Could be better,748,287,127
1914,student,reel,What a day!,874,133,92
1915,fitness,video,Check this out!,314,131,34
1916,developer,text,Feeling awesome,89,48,34
1917,foodie,story,Not so great,158,89,9
1918,influencer,text,Loved this!,241,57,39
1919,foodie,video,Feeling awesome,577,218,46
1920,influencer,video,Check this out!,302,259,77
1921,student,text,What a day!,237,10,6
1922,developer,video,Check this out!,243,299,104
1923,developer,reel,Not so great,855,77,36
1924,influencer,image,What a day!,371,86,32
1925,foodie,image,Highly recommended,408,71,76
1926,student,video,Loved this!,932,173,53
1927,student,text,Feeling awesome,130,97,23
1928,traveler,text,Loved this!,258,94,40
1929,student,image,Check this out!,185,24,83
1930,influencer,image,What a day!,419,49,10
1931,influencer,text,Must watch!,55,84,28
1932,student,text,Feeling awesome,253,55,5
1933,developer,reel,What a day!,528,139,125
1934,fitness,image,Amazing experience!,462,128,17
1935,student,reel,Could be better,621,207,129
1936,fitness,image,What a day!,101,80,100
1937,traveler,reel,Amazing experience!,479,126,161
1938,fitness,reel,Not so great,887,281,193
1939,developer,reel,What a day!,636,156,110
1940,student,image,Amazing experience!,368,145,20
1941,fitness,text,Not so great,288,76,38
1942,fitness,text,Loved this!,76,73,7
1943,traveler,image,Feeling awesome,438,96,89
1944,foodie,video,Loved this!,926,214,156
1945,developer,reel,Feeling awesome,431,293,171
1946,influencer,story,What a day!,108,31,26
1947,traveler,text,Highly recommended,245,57,36
1948,developer,reel,Must watch!,948,115,52
1949,influencer,text,Highly recommended,177,98,8
1950,student,text,Amazing experience!,207,92,17
1951,student,text,Check this out!,128,33,22
1952,traveler,story,Highly recommended,248,44,40
1953,student,video,Could be better,670,69,117
1954,traveler,video,What a day!,242,129,156
1955,fitness,story,Must watch!,53,93,48
1956,traveler,reel,Could be better,568,248,41
1957,fitness,reel,Could be better,954,275,68
1958,influencer,story,Could be better,121,89,31
1959,developer,video,Must watch!,626,212,132
1960,influencer,reel,Highly recommended,962,288,149
1961,influencer,story,Feeling awesome,59,86,36
1962,foodie,story,Not so great,238,49,27
1963,developer,text,Feeling awesome,173,11,46
1964,foodie,story,Amazing experience!,250,59,7
1965,influencer,story,Check this out!,155,42,10
1966,foodie,video,Feeling awesome,752,187,29
1967,influencer,video,What a day!,322,95,171
1968,traveler,reel,Check this out!,673,107,164
1969,traveler,image,Feeling awesome,221,118,98
1970,traveler,video,Could be better,447,117,149
1971,foodie,video,Highly recommended,222,212,85
1972,fitness,image,Not so great,219,124,81
1973,foodie,video,Could be better,274,60,65
1974,influencer,video,Amazing experience!,481,82,21
1975,traveler,image,What a day!,237,107,31
1976,traveler,reel,Amazing experience!,502,83,102
1977,developer,text,Must watch!,245,77,30
1978,fitness,reel,Must watch!,497,94,39
1979,traveler,reel,What a day!,209,272,127
1980,foodie,text,Highly recommended,97,18,50
1981,fitness,image,Feeling awesome,443,74,40
1982,fitness,reel,Amazing experience!,907,278,174
1983,fitness,image,Feeling awesome,342,68,50
1984,developer,image,Must watch!,372,69,45
1985,foodie,reel,Check this out!,939,157,161
1986,developer,text,Loved this!,156,75,15
1987,developer,story,Could be better,161,77,21
1988,influencer,image,Check this out!,267,63,18
1989,student,story,Feeling awesome,114,23,45
1990,developer,image,Check this out!,340,53,71
1991,influencer,video,Not so great,602,102,109
1992,fitness,story,Not so great,293,83,17
1993,influencer,text,Loved this!,200,85,32
1994,foodie,video,Feeling awesome,629,226,74
1995,fitness,image,Feeling awesome,374,84,43
1996,developer,story,Highly recommended,90,87,35
1997,developer,story,Highly recommended,294,92,9
1998,traveler,text,Highly recommended,277,21,19
1999,developer,video,Feeling awesome,952,73,31
2000,student,image,Highly recommended,469,96,99
2001,influencer,video,Highly recommended,962,70,160
2002,influencer,story,What a day!,61,82,15
2003,student,reel,Amazing experience!,749,103,103
2004,student,video,Loved this!,668,243,199
2005,fitness,reel,Amazing experience!,644,138,70
2006,traveler,story,What a day!,271,88,41
2007,developer,text,Highly recommended,138,61,43
2008,developer,reel,Highly recommended,813,243,88
2009,developer,video,Could be better,505,297,87
2010,developer,image,Check this out!,378,92,79
2011,student,text,Could be better,210,31,48
2012,developer,image,Check this out!,263,150,45
2013,student,reel,Feeling awesome,784,248,86
2014,traveler,image,Highly recommended,204,98,26
2015,influencer,story,Check this out!,189,43,5
2016,fitness,reel,Amazing experience!,244,216,141
2017,foodie,image,Loved this!,398,56,10
2018,influencer,story,Highly recommended,68,73,36
2019,developer,reel,Must watch!,408,132,147
2020,traveler,reel,Check this out!,233,275,65
2021,fitness,story,Could be better,275,54,39
2022,foodie,image,Highly recommended,327,71,24
2023,influencer,video,Amazing experience!,811,155,109
2024,influencer,reel,Must watch!,971,87,183
2025,foodie,text,What a day!,194,69,27
2026,student,reel,Highly recommended,212,189,87
2027,influencer,text,Highly recommended,75,18,45
2028,foodie,story,Amazing experience!,212,97,17
2029,influencer,story,Amazing experience!,137,94,46
2030,developer,text,Could be better,241,35,50
2031,student,story,Amazing experience!,267,71,46
2032,developer,text,Loved this!,148,52,17
2033,influencer,video,Loved this!,472,174,180
2034,influencer,text,Must watch!,275,17,37
2035,student,reel,Must watch!,552,73,90
2036,traveler,story,Not so great,163,98,33
2037,foodie,story,Could be better,156,81,50
2038,fitness,image,Check this out!,224,118,83
2039,traveler,reel,Feeling awesome,513,69,119
2040,influencer,image,Loved this!,144,58,50
2041,fitness,story,Check this out!,181,31,19
2042,student,story,Amazing experience!,81,25,6
2043,traveler,story,Feeling awesome,82,83,39
2044,fitness,reel,Loved this!,245,148,132
2045,developer,video,Highly recommended,835,172,42
2046,fitness,image,Check this out!,269,70,81
2047,developer,story,Feeling awesome,116,86,6
2048,fitness,text,Must watch!,186,53,8
2049,traveler,reel,Feeling awesome,388,242,186
2050,student,story,Feeling awesome,129,31,48
2051,developer,reel,Check this out!,759,241,95
