post_id,user_type,post_text,likes,shares
1215,traveler,Loving this moment #explore,236,11
1216,student,Loving this moment #exam #study,15,41
1217,traveler,Loving this moment #wanderlust #vacation,119,52
1218,foodie,Loving this moment #restaurant #food #foodie,381,6
1219,foodie,Loving this moment #food,285,86
1220,foodie,Loving this moment #foodie #yummy,278,36
1221,influencer,Loving this moment #reels #content #trending,182,27
1222,student,Loving this moment #study #exam #college,226,80
1223,developer,Loving this moment #ai #python,432,69
1224,developer,Loving this moment #coding #python #developer,207,11
1225,student,Loving this moment #notes #college,256,13
1226,foodie,Loving this moment #food #yummy,253,11
1227,traveler,Loving this moment #explore #wanderlust,410,55
1228,foodie,Loving this moment #yummy,135,70
1229,traveler,Loving this moment #wanderlust,143,20
1230,developer,Loving this moment #python #developer,147,75
1231,developer,Loving this moment #ai #python,110,6
1232,student,Loving this moment #study #notes,337,51
1233,student,Loving this moment #college #study #exam,344,43
1234,foodie,Loving this moment #yummy,226,17
1235,foodie,Loving this moment #yummy #foodie #restaurant,458,81
1236,traveler,Loving this moment #travel #vacation #wanderlust,192,37
1237,developer,Loving this moment #coding,279,3
1238,developer,Loving this moment #ai,14,64
1239,fitness,Loving this moment #workout #health #gym,375,10
1240,influencer,Loving this moment #content #trending #reels,28,6
1241,fitness,Loving this moment #fitness #gym #health,445,73
1242,traveler,Loving this moment #travel,44,63
1243,influencer,Loving this moment #content #viral #reels,395,48
1244,foodie,Loving this moment #yummy #foodie #restaurant,291,10
1245,influencer,Loving this moment #trending,241,31
1246,student,Loving this moment #study #college,429,55
1247,foodie,Loving this moment #foodie #yummy #food,140,7
1248,foodie,Loving this moment #yummy,442,30
1249,influencer,Loving this moment #viral #reels #trending,397,60
1250,student,Loving this moment #college,381,97
1251,traveler,Loving this moment #explore,187,21
1252,foodie,Loving this moment #food #foodie #restaurant,174,42
1253,influencer,Loving this moment #reels,500,66
1254,traveler,Loving this moment #explore,56,38
1255,traveler,Loving this moment #wanderlust #travel,360,75
1256,foodie,Loving this moment #food,360,77
1257,traveler,Loving this moment #travel #explore #vacation,100,51
1258,influencer,Loving this moment #trending #reels #content,496,98
1259,influencer,Loving this moment #reels #trending #content,110,70
1260,foodie,Loving this moment #food #yummy,68,69
1261,traveler,Loving this moment #explore,447,42
1262,influencer,Loving this moment #trending #viral,419,35
1263,foodie,Loving this moment #restaurant #food,419,12
1264,foodie,Loving this moment #yummy,295,80
1265,influencer,Loving this moment #content #trending #reels,221,8
1266,influencer,Loving this moment #trending,38,75
1267,traveler,Loving this moment #wanderlust #vacation #travel,190,15
1268,influencer,Loving this moment #viral #content,231,71
1269,foodie,Loving this moment #yummy,80,46
1270,student,Loving this moment #study #notes #exam,323,46
1271,influencer,Loving this moment #content #trending #viral,339,16
1272,student,Loving this moment #study,143,18
1273,influencer,Loving this moment #trending #reels #content,360,14
1274,traveler,Loving this moment #travel #wanderlust #vacation,374,39
1275,influencer,Loving this moment #viral #trending,138,3
1276,student,Loving this moment #exam,392,92
1277,traveler,Loving this moment #explore #travel #wanderlust,105,74
1278,developer,Loving this moment #ai #developer #python,257,27
1279,influencer,Loving this moment #trending #content,180,62
1280,fitness,Loving this moment #workout #fitness,305,4
1281,foodie,Loving this moment #food,247,46
1282,traveler,Loving this moment #explore #travel #vacation,397,12
1283,fitness,Loving this moment #gym #workout,406,55
1284,traveler,Loving this moment #travel,247,68
1285,foodie,Loving this moment #yummy #foodie,341,4
1286,foodie,Loving this moment #restaurant #food,469,13
1287,traveler,Loving this moment #explore #travel #vacation,457,27
1288,fitness,Loving this moment #health #workout #fitness,103,11
1289,student,Loving this moment #study #college,233,85
1290,influencer,Loving this moment #reels #trending #viral,225,9
1291,fitness,Loving this moment #fitness #health #gym,47,79
1292,fitness,Loving this moment #health #gym #workout,402,76
1293,foodie,Loving this moment #yummy #food #foodie,269,4
1294,developer,Loving this moment #ai,297,40
1295,traveler,Loving this moment #explore #vacation,226,70
1296,traveler,Loving this moment #travel,340,52
1297,developer,Loving this moment #ai #developer #coding,43,45
1298,fitness,Loving this moment #workout #fitness #health,162,22
1299,traveler,Loving this moment #travel #explore #vacation,357,86
1300,foodie,Loving this moment #yummy #restaurant #foodie,317,18
1301,traveler,Loving this moment #explore,192,50
1302,traveler,Loving this moment #vacation #travel,173,29
1303,traveler,Loving this moment #vacation #wanderlust #explore,487,46
1304,developer,Loving this moment #python #developer,489,16
1305,traveler,Loving this moment #vacation #wanderlust #travel,304,14
1306,foodie,Loving this moment #yummy #restaurant #foodie,403,34
1307,foodie,Loving this moment #food #yummy #restaurant,201,78
1308,developer,Loving this moment #ai #python #coding,39,75
1309,student,Loving this moment #exam #notes,199,70
1310,fitness,Loving this moment #fitness #gym #health,369,3
1311,student,Loving this moment #exam #notes #study,401,18
1312,foodie,Loving this moment #foodie,33,36
1313,traveler,Loving this moment #travel,262,46
1314,developer,Loving this moment #python #ai,119,98
1315,student,Loving this moment #college,380,4
1316,student,Loving this moment #study,499,11
1317,traveler,Loving this moment #wanderlust,120,33
1318,influencer,Loving this moment #reels #trending,269,68
1319,foodie,Loving this moment #foodie,220,1
1320,student,Loving this moment #notes #study #college,440,17
1321,developer,Loving this moment #developer #ai #python,355,97
1322,fitness,Loving this moment #fitness #health,385,100
1323,influencer,Loving this moment #reels #content,72,66
1324,traveler,Loving this moment #explore #vacation #wanderlust,287,100
1325,traveler,Loving this moment #wanderlust #explore #travel,37,85
1326,traveler,Loving this moment #wanderlust,453,43
1327,traveler,Loving this moment #wanderlust,312,30
1328,foodie,Loving this moment #foodie #food,206,78
1329,developer,Loving this moment #coding #ai,222,9
1330,foodie,Loving this moment #food,316,98
1331,fitness,Loving this moment #workout,197,38
1332,influencer,Loving this moment #content #trending #viral,196,67
1333,student,Loving this moment #exam,193,98
1334,foodie,Loving this moment #yummy,343,40
1335,traveler,Loving this moment #wanderlust #travel,99,29
1336,influencer,Loving this moment #reels #content #viral,346,13
1337,student,Loving this moment #exam,276,3
1338,traveler,Loving this moment #wanderlust,174,64
1339,student,Loving this moment #exam #college #study,259,15
1340,traveler,Loving this moment #explore #wanderlust #travel,238,48
1341,fitness,Loving this moment #fitness #health,303,85
1342,student,Loving this moment #study,15,79
1343,developer,Loving this moment #python #ai,86,40
1344,influencer,Loving this moment #trending #reels #content,34,80
1345,developer,Loving this moment #coding #python #developer,461,68
1346,traveler,Loving this moment #explore,300,73
1347,developer,Loving this moment #coding #ai #developer,204,20
1348,student,Loving this moment #notes #college,323,72
1349,developer,Loving this moment #coding #ai,321,53
1350,developer,Loving this moment #python,144,71
1351,traveler,Loving this moment #wanderlust,104,62
1352,fitness,Loving this moment #workout #gym,190,38
1353,developer,Loving this moment #python #developer #ai,465,7
1354,foodie,Loving this moment #food,390,89
1355,foodie,Loving this moment #food #yummy #foodie,324,22
1356,developer,Loving this moment #developer,349,21
1357,student,Loving this moment #exam #college,89,16
1358,influencer,Loving this moment #trending #viral #content,432,67
1359,traveler,Loving this moment #wanderlust,418,40
1360,student,Loving this moment #exam #college #notes,256,11
1361,developer,Loving this moment #coding #developer #python,120,21
1362,fitness,Loving this moment #workout,105,91
1363,traveler,Loving this moment #vacation,303,55
1364,foodie,Loving this moment #restaurant #food #foodie,38,13
1365,developer,Loving this moment #ai #coding #developer,120,86
1366,influencer,Loving this moment #viral,376,54
1367,traveler,Loving this moment #wanderlust,406,53
1368,fitness,Loving this moment #workout #gym,232,84
1369,fitness,Loving this moment #health,378,93
1370,traveler,Loving this moment #wanderlust #travel,299,27
1371,fitness,Loving this moment #health #gym,490,80
1372,foodie,Loving this moment #yummy #food #foodie,389,32
1373,influencer,Loving this moment #viral #content,35,13
1374,developer,Loving this moment #ai #python,202,13
1375,foodie,Loving this moment #food,162,39
1376,student,Loving this moment #study,224,57
1377,fitness,Loving this moment #gym #fitness #health,148,34
1378,developer,Loving this moment #coding,318,48
1379,student,Loving this moment #exam,31,10
1380,fitness,Loving this moment #gym #fitness #health,398,51
1381,developer,Loving this moment #python,444,61
1382,developer,Loving this moment #developer #coding #python,218,6
1383,developer,Loving this moment #ai,303,97
1384,developer,Loving this moment #coding #python #developer,63,7
1385,student,Loving this moment #study,158,33
1386,influencer,Loving this moment #content,55,33
1387,influencer,Loving this moment #reels #trending,401,15
1388,foodie,Loving this moment #foodie,429,74
1389,foodie,Loving this moment #foodie #yummy,98,85
1390,fitness,Loving this moment #fitness #workout #gym,359,2
1391,traveler,Loving this moment #travel #vacation,263,17
1392,traveler,Loving this moment #travel,205,28
1393,student,Loving this moment #notes #exam #study,190,28
1394,student,Loving this moment #study,19,95
1395,influencer,Loving this moment #reels,88,92
1396,traveler,Loving this moment #travel,114,42
1397,student,Loving this moment #college #study #notes,452,20
1398,foodie,Loving this moment #restaurant,221,53
1399,developer,Loving this moment #python #developer #coding,179,40
1400,developer,Loving this moment #ai #coding,108,19
1401,fitness,Loving this moment #health #gym #fitness,329,5
1402,student,Loving this moment #exam #college #notes,25,2
1403,traveler,Loving this moment #vacation #explore,278,77
1404,traveler,Loving this moment #vacation,468,16
1405,developer,Loving this moment #python #developer #coding,103,32
1406,student,Loving this moment #study #college #exam,483,16
1407,fitness,Loving this moment #health,254,23
1408,student,Loving this moment #exam,55,72
1409,developer,Loving this moment #developer #ai,369,51
1410,foodie,Loving this moment #foodie #yummy,18,11
1411,traveler,Loving this moment #travel #vacation #explore,219,23
1412,fitness,Loving this moment #workout #gym,203,85
1413,foodie,Loving this moment #food #foodie #restaurant,399,75
1414,developer,Loving this moment #developer #python #coding,451,77
1415,student,Loving this moment #notes,56,21
1416,developer,Loving this moment #ai #python #coding,470,5
1417,traveler,Loving this moment #vacation #wanderlust #explore,271,87
1418,traveler,Loving this moment #explore,90,68
1419,developer,Loving this moment #developer,25,13
1420,foodie,Loving this moment #yummy #foodie #food,306,27
1421,foodie,Loving this moment #yummy #food,232,98
1422,student,Loving this moment #notes #exam #study,47,3
1423,developer,Loving this moment #python #coding #ai,67,70
1424,student,Loving this moment #notes #college,81,57
1425,influencer,Loving this moment #reels #content,55,47
1426,foodie,Loving this moment #foodie,75,8
1427,foodie,Loving this moment #yummy,241,87
1428,fitness,Loving this moment #health #workout,191,79
1429,influencer,Loving this moment #trending,216,93
1430,foodie,Loving this moment #food,441,94
1431,fitness,Loving this moment #gym #health,191,56
1432,foodie,Loving this moment #foodie,261,2
1433,traveler,Loving this moment #explore #travel #wanderlust,459,24
1434,fitness,Loving this moment #fitness #gym #health,360,28
1435,developer,Loving this moment #coding #developer #python,362,22
1436,influencer,Loving this moment #reels #trending,478,76
1437,influencer,Loving this moment #trending,484,91
1438,student,Loving this moment #exam #college #notes,68,89
1439,traveler,Loving this moment #vacation #travel #wanderlust,489,66
1440,foodie,Loving this moment #yummy #restaurant,192,89
1441,traveler,Loving this moment #vacation,455,51
1442,student,Loving this moment #study,58,6
1443,developer,Loving this moment #python,182,76
1444,foodie,Loving this moment #foodie,314,54
1445,traveler,Loving this moment #explore,334,16
1446,student,Loving this moment #college #exam #study,267,29
1447,foodie,Loving this moment #foodie,295,33
1448,foodie,Loving this moment #yummy #foodie,159,46
1449,developer,Loving this moment #coding #python,332,95
1450,fitness,Loving this moment #gym #workout #fitness,228,86
1451,influencer,Loving this moment #viral #content,42,62
1452,influencer,Loving this moment #viral #trending,351,78
1453,fitness,Loving this moment #health #workout,15,33
1454,foodie,Loving this moment #food #yummy,207,63
1455,influencer,Loving this moment #reels #viral,406,75
1456,fitness,Loving this moment #gym,483,59
1457,student,Loving this moment #exam #notes #college,257,52
1458,fitness,Loving this moment #health #gym #fitness,125,34
1459,fitness,Loving this moment #gym,378,49
1460,influencer,Loving this moment #reels #content,348,90
1461,foodie,Loving this moment #yummy,350,73
1462,foodie,Loving this moment #food #yummy #restaurant,330,55
1463,developer,Loving this moment #developer #coding #ai,202,58
1464,fitness,Loving this moment #fitness #gym,356,100
1465,student,Loving this moment #exam,485,100
1466,foodie,Loving this moment #foodie,19,56
1467,fitness,Loving this moment #gym #fitness,215,37
1468,influencer,Loving this moment #viral #reels,15,20
1469,traveler,Loving this moment #wanderlust #travel #explore,458,76
1470,foodie,Loving this moment #yummy #food #restaurant,162,12
1471,fitness,Loving this moment #gym #health #fitness,433,36
1472,traveler,Loving this moment #travel #explore #vacation,283,79
1473,developer,Loving this moment #coding #python,224,47
1474,fitness,Loving this moment #fitness,174,39
1475,influencer,Loving this moment #content,40,42
1476,developer,Loving this moment #developer #coding #ai,319,10
1477,developer,Loving this moment #ai #coding,99,10
1478,developer,Loving this moment #coding #python #developer,228,88
1479,influencer,Loving this moment #trending #reels,19,12
1480,developer,Loving this moment #python #developer #ai,21,6
1481,fitness,Loving this moment #workout #fitness,109,27
1482,traveler,Loving this moment #explore,183,98
1483,traveler,Loving this moment #explore,89,89
1484,traveler,Loving this moment #wanderlust #explore,68,20
1485,traveler,Loving this moment #vacation #wanderlust,85,26
1486,foodie,Loving this moment #foodie #restaurant #yummy,498,42
1487,student,Loving this moment #college #exam #notes,485,39
1488,developer,Loving this moment #python #developer #ai,14,74
1489,traveler,Loving this moment #explore,198,75
1490,student,Loving this moment #college,246,44
1491,student,Loving this moment #college #notes #exam,489,67
1492,traveler,Loving this moment #travel #explore,482,49
1493,developer,Loving this moment #ai,137,98
1494,traveler,Loving this moment #wanderlust #travel,179,1
1495,influencer,Loving this moment #viral,23,49
1496,developer,Loving this moment #ai,254,3
1497,developer,Loving this moment #developer #coding #python,488,48
1498,developer,Loving this moment #coding #python #ai,418,32
1499,traveler,Loving this moment #explore #vacation #travel,334,99
1500,developer,Loving this moment #developer,328,46
1501,influencer,Loving this moment #trending #content,157,30
1502,foodie,Loving this moment #food,110,66
1503,developer,Loving this moment #coding #developer #ai,306,76
1504,developer,Loving this moment #developer #ai,468,37
1505,student,Loving this moment #college,185,68
1506,foodie,Loving this moment #foodie,186,76
1507,student,Loving this moment #notes #exam #college,475,28
1508,student,Loving this moment #notes #study #college,274,30
1509,foodie,Loving this moment #food,236,60
1510,traveler,Loving this moment #vacation #travel,205,75
1511,foodie,Loving this moment #restaurant,191,61
1512,student,Loving this moment #exam,40,89
1513,student,Loving this moment #college #notes,246,28
1514,influencer,Loving this moment #content #reels,315,82
1515,student,Loving this moment #exam #college #study,270,30
1516,developer,Loving this moment #ai #developer #python,28,83
1517,developer,Loving this moment #ai,467,82
1518,developer,Loving this moment #ai #developer #coding,160,21
1519,influencer,Loving this moment #reels,462,63
1520,developer,Loving this moment #python #coding #ai,466,72
1521,developer,Loving this moment #developer,319,87
1522,student,Loving this moment #exam,50,63
1523,traveler,Loving this moment #explore,460,83
1524,student,Loving this moment #study #college,153,59
1525,developer,Loving this moment #developer #python,376,13
1526,fitness,Loving this moment #gym #fitness,355,30
1527,fitness,Loving this moment #gym,99,83
1528,student,Loving this moment #exam,42,80
1529,fitness,Loving this moment #gym #fitness #health,145,74
1530,fitness,Loving this moment #fitness #workout #gym,432,9
1531,influencer,Loving this moment #reels,365,76
1532,foodie,Loving this moment #restaurant #foodie,270,85
1533,fitness,Loving this moment #workout,210,43
1534,foodie,Loving this moment #yummy,365,6
1535,student,Loving this moment #college #exam #notes,204,1
1536,influencer,Loving this moment #viral #reels,345,17
1537,developer,Loving this moment #python #ai #coding,378,74
1538,influencer,Loving this moment #reels #viral #content,394,13
1539,student,Loving this moment #notes,179,54
1540,influencer,Loving this moment #reels #content #trending,392,97
1541,fitness,Loving this moment #fitness #gym #workout,379,40
1542,fitness,Loving this moment #health #fitness,262,54
1543,influencer,Loving this moment #viral #trending #content,452,97
1544,traveler,Loving this moment #travel,102,39
1545,fitness,Loving this moment #gym #workout #fitness,376,76
1546,influencer,Loving this moment #content,71,21
1547,foodie,Loving this moment #restaurant #food,341,46
1548,traveler,Loving this moment #wanderlust #travel,200,98
1549,fitness,Loving this moment #fitness,446,68
1550,developer,Loving this moment #python #developer,428,30
1551,influencer,Loving this moment #reels #content #trending,138,35
1552,fitness,Loving this moment #gym,329,32
1553,student,Loving this moment #notes,423,56
1554,student,Loving this moment #study,406,40
1555,traveler,Loving this moment #wanderlust #vacation #explore,406,95
1556,traveler,Loving this moment #travel #wanderlust,426,27
1557,developer,Loving this moment #developer #ai #coding,213,57
1558,influencer,Loving this moment #viral #trending #content,490,23
1559,traveler,Loving this moment #wanderlust #travel #explore,321,78
1560,influencer,Loving this moment #viral #content,233,52
1561,influencer,Loving this moment #viral #content #reels,475,59
1562,developer,Loving this moment #ai #python,161,29
1563,foodie,Loving this moment #foodie #yummy,249,82
1564,foodie,Loving this moment #foodie #restaurant,131,54
1565,traveler,Loving this moment #wanderlust #explore #vacation,367,77
1566,foodie,Loving this moment #foodie #yummy #restaurant,338,78
1567,developer,Loving this moment #ai #python,100,50
1568,traveler,Loving this moment #travel,470,1
1569,traveler,Loving this moment #travel #vacation #explore,110,80
1570,fitness,Loving this moment #gym #fitness #workout,216,19
1571,traveler,Loving this moment #vacation #travel,38,55
1572,traveler,Loving this moment #vacation #travel #wanderlust,286,1
1573,developer,Loving this moment #ai,282,24
1574,student,Loving this moment #exam #study #college,181,29
1575,developer,Loving this moment #python #ai #coding,188,22
1576,developer,Loving this moment #coding #ai,161,58
1577,traveler,Loving this moment #explore #wanderlust,100,94
1578,foodie,Loving this moment #food #foodie #restaurant,106,8
1579,developer,Loving this moment #ai,182,50
1580,influencer,Loving this moment #viral #trending #content,10,59
1581,student,Loving this moment #college #exam,10,4
1582,influencer,Loving this moment #viral #reels #trending,23,22
1583,student,Loving this moment #notes,124,78
1584,traveler,Loving this moment #vacation #travel #wanderlust,101,33
1585,traveler,Loving this moment #vacation,363,46
1586,developer,Loving this moment #coding #python #ai,498,95
1587,fitness,Loving this moment #gym,16,58
1588,developer,Loving this moment #coding #developer #python,127,28
1589,fitness,Loving this moment #gym,478,49
1590,influencer,Loving this moment #viral #content,496,62
1591,developer,Loving this moment #ai #developer,321,53
1592,developer,Loving this moment #python #developer #coding,476,16
1593,traveler,Loving this moment #vacation #travel #explore,158,67
1594,influencer,Loving this moment #viral #reels #content,80,39
1595,student,Loving this moment #college,321,38
1596,student,Loving this moment #college #exam,263,80
1597,traveler,Loving this moment #travel,200,81
1598,foodie,Loving this moment #yummy,30,71
1599,fitness,Loving this moment #workout #fitness,500,23
1600,fitness,Loving this moment #workout #fitness #gym,108,6
1601,influencer,Loving this moment #reels,339,69
1602,influencer,Loving this moment #reels #trending,406,56
1603,developer,Loving this moment #coding,88,37
1604,developer,Loving this moment #coding #developer #ai,92,44
1605,foodie,Loving this moment #yummy #food #restaurant,446,88
1606,foodie,Loving this moment #food,325,43
1607,fitness,Loving this moment #fitness #gym #workout,10,66
1608,fitness,Loving this moment #gym #health,138,28
1609,traveler,Loving this moment #wanderlust #travel #explore,372,88
1610,student,Loving this moment #study #notes #college,494,7
1611,fitness,Loving this moment #workout,301,82
1612,traveler,Loving this moment #vacation,117,42
1613,developer,Loving this moment #python #coding #ai,438,35
1614,traveler,Loving this moment #vacation,211,84
1615,traveler,Loving this moment #explore,417,76
1616,student,Loving this moment #college,499,70
1617,foodie,Loving this moment #yummy,161,90
1618,traveler,Loving this moment #travel #vacation #explore,227,39
1619,traveler,Loving this moment #travel #explore,177,91
1620,traveler,Loving this moment #wanderlust #vacation #travel,293,53
1621,traveler,Loving this moment #vacation,380,13
1622,traveler,Loving this moment #travel,380,3
1623,fitness,Loving this moment #workout #gym #health,443,54
1624,student,Loving this moment #exam #college #notes,313,40
1625,fitness,Loving this moment #workout #gym,133,59
1626,influencer,Loving this moment #trending #content,479,98
1627,developer,Loving this moment #developer #python #ai,314,68
1628,traveler,Loving this moment #vacation,15,6
1629,influencer,Loving this moment #viral #content,339,8
1630,influencer,Loving this moment #content,398,85
1631,foodie,Loving this moment #restaurant #food #yummy,325,81
1632,foodie,Loving this moment #yummy,152,33
1633,student,Loving this moment #college #notes #exam,127,46
1634,traveler,Loving this moment #explore,383,38
1635,traveler,Loving this moment #wanderlust #explore,110,23
1636,traveler,Loving this moment #travel #explore #vacation,222,25
1637,foodie,Loving this moment #foodie #yummy,176,77
1638,student,Loving this moment #study #exam #college,230,37
1639,developer,Loving this moment #developer,368,87
1640,traveler,Loving this moment #wanderlust,489,25
1641,foodie,Loving this moment #yummy #restaurant #food,241,70
1642,foodie,Loving this moment #yummy #foodie,462,11
1643,influencer,Loving this moment #reels #trending,376,80
1644,developer,Loving this moment #developer,81,14
1645,traveler,Loving this moment #explore #travel,436,23
1646,student,Loving this moment #study #exam #notes,255,56
1647,student,Loving this moment #exam,165,43
1648,student,Loving this moment #exam #study #notes,460,43
1649,fitness,Loving this moment #fitness #health,278,62
1650,foodie,Loving this moment #food #restaurant,489,21
1651,developer,Loving this moment #python #coding #developer,159,66
1652,fitness,Loving this moment #fitness #health,403,8
1653,student,Loving this moment #notes #exam #study,213,86
1654,developer,Loving this moment #developer #coding #ai,146,21
1655,fitness,Loving this moment #fitness,12,6
1656,student,Loving this moment #study #college #notes,389,41
1657,influencer,Loving this moment #viral #trending #reels,23,29
1658,traveler,Loving this moment #wanderlust,241,72
1659,developer,Loving this moment #developer #ai,88,99
1660,foodie,Loving this moment #restaurant,478,90
1661,foodie,Loving this moment #foodie #restaurant #yummy,388,21
1662,traveler,Loving this moment #vacation,337,57
1663,developer,Loving this moment #ai #python #coding,414,73
1664,traveler,Loving this moment #explore #travel #vacation,88,97
1665,influencer,Loving this moment #content #viral #trending,454,1
1666,student,Loving this moment #notes #college,306,61
1667,influencer,Loving this moment #viral #trending #content,367,5
1668,traveler,Loving this moment #vacation,382,43
1669,developer,Loving this moment #developer,399,31
1670,fitness,Loving this moment #fitness #health #workout,142,36
1671,developer,Loving this moment #developer,330,83
1672,foodie,Loving this moment #foodie #yummy,167,90
1673,foodie,Loving this moment #restaurant #food,309,97
1674,traveler,Loving this moment #explore #travel,15,57
1675,traveler,Loving this moment #vacation #explore,398,66
1676,foodie,Loving this moment #food #foodie,301,1
1677,developer,Loving this moment #coding #developer #ai,461,48
1678,foodie,Loving this moment #foodie,85,83
1679,influencer,Loving this moment #reels,106,6
1680,foodie,Loving this moment #food #foodie,213,88
1681,traveler,Loving this moment #explore,95,80
1682,traveler,Loving this moment #vacation,480,79
1683,student,Loving this moment #notes #exam #study,455,83
1684,foodie,Loving this moment #restaurant #foodie,94,96
1685,developer,Loving this moment #coding,421,66
1686,foodie,Loving this moment #food #restaurant #foodie,52,44
1687,student,Loving this moment #exam #notes #college,188,40
1688,traveler,Loving this moment #wanderlust #vacation,286,39
1689,foodie,Loving this moment #food #foodie #restaurant,387,77
1690,traveler,Loving this moment #vacation #wanderlust #explore,75,93
1691,student,Loving this moment #college #study,184,52
1692,traveler,Loving this moment #travel #vacation,23,47
1693,traveler,Loving this moment #explore #vacation,488,93
1694,fitness,Loving this moment #fitness #workout #health,160,46
1695,influencer,Loving this moment #viral #content #reels,76,87
1696,fitness,Loving this moment #fitness #workout #gym,414,15
1697,foodie,Loving this moment #yummy #foodie,247,52
1698,student,Loving this moment #study #notes #exam,412,52
1699,developer,Loving this moment #coding #python,405,89
1700,developer,Loving this moment #coding,77,97
1701,foodie,Loving this moment #yummy #food #restaurant,413,31
1702,fitness,Loving this moment #workout #fitness,118,57
1703,traveler,Loving this moment #travel #vacation,150,61
1704,student,Loving this moment #study #notes #college,402,9
1705,foodie,Loving this moment #foodie #restaurant #food,229,66
1706,fitness,Loving this moment #workout,67,66
1707,fitness,Loving this moment #fitness #health,257,65
1708,influencer,Loving this moment #reels #viral #trending,96,42
1709,influencer,Loving this moment #reels #viral,191,29
1710,fitness,Loving this moment #health,357,17
1711,student,Loving this moment #college #notes,385,16
1712,fitness,Loving this moment #health #fitness #workout,309,95
1713,fitness,Loving this moment #workout #health #fitness,406,48
1714,traveler,Loving this moment #travel,151,9
1715,traveler,Loving this moment #explore #travel,429,6
1716,influencer,Loving this moment #trending,279,28
1717,fitness,Loving this moment #fitness,417,17
1718,student,Loving this moment #study #college #exam,81,59
1719,student,Loving this moment #exam,470,79
1720,fitness,Loving this moment #gym #health,75,27
1721,foodie,Loving this moment #foodie #food #restaurant,439,86
1722,student,Loving this moment #study #college,331,80
1723,fitness,Loving this moment #fitness #gym #health,63,2
1724,foodie,Loving this moment #foodie #yummy #food,78,94
1725,foodie,Loving this moment #restaurant #food #yummy,236,25
1726,student,Loving this moment #study #exam,22,55
1727,fitness,Loving this moment #gym #workout,285,17
1728,developer,Loving this moment #ai #coding,23,66
1729,developer,Loving this moment #python,254,58
1730,student,Loving this moment #study #notes,184,60
1731,foodie,Loving this moment #foodie,61,92
1732,traveler,Loving this moment #explore,459,57
1733,developer,Loving this moment #python #ai #coding,47,82
1734,foodie,Loving this moment #food #foodie,176,86
1735,student,Loving this moment #study #exam,257,69
1736,influencer,Loving this moment #content #reels,310,5
1737,student,Loving this moment #exam #college,88,98
1738,foodie,Loving this moment #foodie #yummy,331,36
1739,influencer,Loving this moment #viral #reels #trending,367,19
1740,developer,Loving this moment #coding,148,50
1741,foodie,Loving this moment #foodie #restaurant,101,2
1742,fitness,Loving this moment #workout #fitness #gym,38,15
1743,foodie,Loving this moment #foodie #restaurant #food,279,44
1744,traveler,Loving this moment #vacation #wanderlust #explore,50,16
1745,student,Loving this moment #study #notes,229,61
1746,developer,Loving this moment #developer,381,53
1747,traveler,Loving this moment #explore,241,38
1748,fitness,Loving this moment #fitness #workout #gym,206,52
1749,fitness,Loving this moment #health #fitness #gym,184,92
1750,traveler,Loving this moment #wanderlust #explore #vacation,215,81
1751,fitness,Loving this moment #workout #gym #health,129,56
1752,foodie,Loving this moment #foodie,339,87
1753,foodie,Loving this moment #food #yummy,230,49
1754,fitness,Loving this moment #fitness #gym #workout,28,77
1755,fitness,Loving this moment #workout #fitness,376,67
1756,student,Loving this moment #notes #college,165,27
1757,developer,Loving this moment #ai,163,93
1758,developer,Loving this moment #coding,447,97
1759,foodie,Loving this moment #yummy #food,500,52
1760,student,Loving this moment #exam #study,361,61
1761,influencer,Loving this moment #reels #trending,221,78
1762,influencer,Loving this moment #trending #viral,124,21
1763,influencer,Loving this moment #viral #reels,180,21
1764,fitness,Loving this moment #workout #gym #fitness,461,97
1765,traveler,Loving this moment #explore #wanderlust #vacation,357,28
1766,foodie,Loving this moment #foodie,134,11
1767,student,Loving this moment #notes #exam,152,65
1768,developer,Loving this moment #developer,219,63
1769,developer,Loving this moment #ai #developer,163,6
1770,developer,Loving this moment #ai #python,276,63
1771,fitness,Loving this moment #fitness #gym,243,5
1772,student,Loving this moment #exam #notes #college,414,43
1773,fitness,Loving this moment #gym #fitness #workout,27,33
1774,traveler,Loving this moment #travel,88,64
1775,developer,Loving this moment #ai #coding,282,71
1776,foodie,Loving this moment #yummy,242,48
1777,developer,Loving this moment #coding,129,17
1778,traveler,Loving this moment #wanderlust,242,76
1779,influencer,Loving this moment #viral,478,77
1780,student,Loving this moment #notes #exam #college,178,11
1781,developer,Loving this moment #coding #python #developer,491,82
1782,fitness,Loving this moment #gym #workout #health,218,90
1783,developer,Loving this moment #coding,448,52
1784,traveler,Loving this moment #wanderlust,84,40
1785,developer,Loving this moment #python #developer,326,8
1786,fitness,Loving this moment #fitness #workout #health,206,44
1787,developer,Loving this moment #developer #python,262,10
1788,traveler,Loving this moment #travel #explore #vacation,47,41
1789,developer,Loving this moment #coding #python,434,75
1790,fitness,Loving this moment #workout #health #fitness,464,11
1791,traveler,Loving this moment #explore #vacation,178,8
1792,student,Loving this moment #exam,356,58
1793,fitness,Loving this moment #gym,413,89
1794,student,Loving this moment #notes #exam,179,47
1795,developer,Loving this moment #python #coding #developer,263,56
1796,student,Loving this moment #college #notes,383,31
1797,fitness,Loving this moment #health #workout,77,69
1798,influencer,Loving this moment #viral #content #reels,359,84
